#{"t_start": 1521694464.1732147, "env_id": null}
r,l,t
-0.912282,10,196.087415
-0.193392,10,196.089909
-0.113665,10,196.092511
-0.349744,10,196.095104
-0.110965,10,196.09773
-0.287562,10,196.100193
-0.378806,10,196.1026
-0.375793,10,196.120121
-0.32228,10,196.122668
-0.211619,10,196.125174
-0.450818,10,196.127715
-0.190974,10,196.130213
-0.847919,10,196.132823
-0.31182,10,196.135441
-0.211131,10,196.138054
-0.610632,10,196.140653
-0.148958,10,196.143527
-0.118762,10,196.162086
-0.183748,10,196.164603
-0.117494,10,196.167295
-0.118636,10,196.169698
-0.225616,10,196.172307
-0.570815,10,196.174823
-0.832077,10,196.177356
-0.212607,10,196.180128
-0.176967,10,196.182694
-0.807215,10,196.185211
-0.113139,10,196.203674
-0.135795,10,196.206321
-0.127393,10,196.208864
-0.116615,10,196.211411
-0.2833,10,196.214122
-0.35281,10,196.21669
-0.246024,10,196.219227
-0.217368,10,196.221862
-0.204285,10,196.224534
-0.288995,10,196.227051
-0.206224,10,196.244617
-0.114256,10,196.247146
-0.394575,10,196.249682
-0.298112,10,196.252231
-0.239118,10,196.254765
-0.137736,10,196.2573
-0.391263,10,196.25992
-0.113028,10,196.262537
-0.259579,10,196.265154
-0.341016,10,196.267839
-0.573718,10,196.285754
-0.138584,10,196.288331
-0.351918,10,196.290909
-0.225127,10,196.293435
-0.295373,10,196.295976
-0.333804,10,196.298498
-0.103831,10,196.30103
-0.665752,10,196.303584
-0.266917,10,196.306099
-0.451833,10,196.308675
-0.163443,10,196.326172
-0.29676,10,196.328721
-0.079405,10,196.331257
-0.129824,10,196.333778
-0.216788,10,196.336479
-0.142061,10,196.339132
-0.049334,10,196.341774
-0.337493,10,196.344421
-0.083963,10,196.346778
-0.106609,10,196.349235
-0.36223,10,196.367514
-0.175803,10,196.370092
-0.622503,10,196.372649
-0.163878,10,196.375231
-0.293874,10,196.37778
-0.266851,10,196.380395
-0.246245,10,196.383085
-0.357839,10,196.385822
-0.232525,10,196.388431
-0.210257,10,196.390985
-0.124333,10,196.408563
-0.108741,10,196.411179
-0.324979,10,196.413794
-0.13982,10,196.416433
-0.138747,10,196.419187
-0.426996,10,196.422055
-0.516362,10,196.424606
-0.167491,10,196.427174
-0.250936,10,196.429816
-0.068748,10,196.432533
-0.328879,10,196.450994
-0.214415,10,196.453706
-0.189658,10,196.456207
-0.511779,10,196.458715
-0.132536,10,196.461159
-0.332904,10,196.463639
-0.115261,10,196.466326
-0.131082,10,196.46897
-0.380996,10,196.471592
-0.490182,10,196.474198
-0.077386,10,196.491901
-0.233295,10,196.49443
-0.343605,10,196.496966
-0.145171,10,196.4995
-0.112506,10,196.502024
-0.053083,10,196.504552
-0.084055,10,196.507206
-0.368236,10,196.509841
-0.168426,10,196.512483
-0.208004,10,196.515094
-0.203981,10,196.532232
-0.697396,10,196.53466
-0.414346,10,196.537166
-0.14104,10,196.539585
-0.154648,10,196.542119
-0.184382,10,196.544655
-0.267039,10,196.547345
-0.213535,10,196.55002
-0.069844,10,196.552776
-0.280993,10,196.555489
-0.10909,10,196.574487
-0.137908,10,196.577055
-0.185144,10,196.579324
-0.173917,10,196.581693
-0.241443,10,196.584193
-0.274822,10,196.586587
-0.32098,10,196.588931
-0.268231,10,196.591317
-0.562596,10,196.593953
-0.130872,10,196.596488
-0.114364,10,196.615101
-0.108667,10,196.617528
-0.398074,10,196.620192
-0.550414,10,196.62293
-0.354335,10,196.625479
-0.156884,10,196.628052
-0.242909,10,196.630603
-0.078424,10,196.633152
-0.165752,10,196.635587
-0.290658,10,196.638164
-0.386482,10,196.656278
-0.121383,10,196.658854
-0.167154,10,196.661418
-0.538214,10,196.663971
-0.086785,10,196.666544
-0.075218,10,196.669081
-0.133124,10,196.671626
-0.103624,10,196.674155
-0.274436,10,196.676689
-0.496053,10,196.679324
-0.286863,10,196.69737
-0.122536,10,196.700042
-0.216211,10,196.702708
-0.208557,10,196.705344
-0.179137,10,196.707892
-0.137643,10,196.710464
-0.189075,10,196.713109
-0.307867,10,196.715664
-0.059121,10,196.717933
-0.103481,10,196.720471
-0.144323,10,196.738408
-0.188219,10,196.740963
-0.145999,10,196.74351
-0.731023,10,196.746042
-0.181726,10,196.748596
-0.20562,10,196.751221
-0.245522,10,196.753844
-0.298303,10,196.756499
-0.582405,10,196.759117
-0.121542,10,196.761753
-0.256308,10,196.779809
-0.127525,10,196.782339
-0.106821,10,196.784917
-0.165443,10,196.787512
-0.099964,10,196.790231
-0.271667,10,196.79279
-0.959697,10,196.795327
-0.224359,10,196.797863
-0.387144,10,196.800519
-0.241362,10,196.803241
-0.358535,10,196.821092
-0.388352,10,196.823836
-0.528409,10,196.826547
-0.285143,10,196.829332
-0.742317,10,196.831882
-0.197053,10,196.834332
-0.191168,10,196.83681
-0.144881,10,196.839767
-0.130923,10,196.84246
-0.128423,10,196.845156
-0.238813,10,196.863902
-0.115604,10,196.866434
-0.377828,10,196.868987
-0.167855,10,196.871519
-0.432374,10,196.87404
-0.173507,10,196.876571
-0.419778,10,196.879079
-0.127917,10,196.88159
-0.12061,10,196.884063
-0.084823,10,196.886581
-0.127844,10,196.903848
-0.240034,10,196.906379
-0.074556,10,196.908892
-0.402015,10,196.91141
-0.17329,10,196.913918
-0.189423,10,196.916422
-0.18797,10,196.918942
-0.090842,10,196.921447
-0.936066,10,196.923962
-0.119836,10,196.926468
-0.196485,10,196.943402
-0.299121,10,196.945944
-0.087298,10,196.948449
-0.120755,10,196.950984
-0.77698,10,196.953479
-0.291295,10,196.955987
-0.481523,10,196.958503
-0.135639,10,196.961083
-0.385155,10,196.963693
-0.209184,10,196.966126
-0.392391,10,196.985385
-0.202435,10,196.987974
-0.237425,10,196.990761
-0.142932,10,196.99329
-0.210358,10,196.99586
-0.176188,10,196.998372
-0.17807,10,197.000899
-0.09763,10,197.003408
-0.989269,10,197.006398
-0.196657,10,197.008951
-0.099349,10,197.027397
-0.681022,10,197.029944
-0.069778,10,197.032458
-0.088739,10,197.034976
-0.259033,10,197.037494
-0.332519,10,197.039966
-0.181609,10,197.042507
-0.215376,10,197.045023
-0.102968,10,197.047532
-0.818251,10,197.050051
-0.186268,10,197.067866
-0.191749,10,197.070397
-0.192167,10,197.073067
-0.108654,10,197.07561
-0.347622,10,197.07805
-0.171555,10,197.080656
-0.560177,10,197.083257
-0.239435,10,197.085835
-0.240142,10,197.088637
-1.455521,10,197.091164
-0.339526,10,197.108445
-0.106087,10,197.11096
-0.608962,10,197.11346
-0.140941,10,197.115967
-0.749818,10,197.1185
-0.156875,10,197.121085
-0.210794,10,197.12369
-0.353462,10,197.126332
-0.10915,10,197.128939
-0.845957,10,197.131519
-0.121833,10,197.148826
-0.236366,10,197.151338
-0.112681,10,197.153916
-0.146628,10,197.156667
-0.174163,10,197.159305
-0.339828,10,197.161928
-0.625822,10,197.164562
-0.08986,10,197.167253
-0.106534,10,197.169754
-0.056846,10,197.172496
-0.153491,10,197.190749
-0.320151,10,197.193282
-0.042674,10,197.195816
-0.381475,10,197.198349
-0.308255,10,197.200728
-0.320649,10,197.203159
-0.968283,10,197.205721
-0.086667,10,197.208337
-0.205459,10,197.210783
-0.120673,10,197.213207
-0.055005,10,197.231847
-0.221272,10,197.234378
-0.289392,10,197.237052
-0.11145,10,197.239754
-0.259092,10,197.242442
-0.299097,10,197.244983
-0.133001,10,197.2475
-0.119464,10,197.250016
-0.246949,10,197.252651
-0.128561,10,197.255293
-0.457995,10,197.272975
-0.082799,10,197.275516
-0.365125,10,197.278018
-0.64884,10,197.280776
-0.154682,10,197.283498
-0.207026,10,197.285998
-0.126907,10,197.288605
-0.195357,10,197.291136
-0.055552,10,197.293646
-0.10773,10,197.296146
-0.425345,10,197.313287
-0.115373,10,197.315825
-0.403567,10,197.31838
-0.146864,10,197.320925
-0.202374,10,197.323478
-0.198037,10,197.326005
-0.076807,10,197.328536
-0.204187,10,197.33107
-0.153943,10,197.333582
-1.484533,10,197.336101
-0.242776,10,197.352944
-0.495036,10,197.355489
-0.380948,10,197.358021
-0.059104,10,197.360559
-0.23617,10,197.363103
-0.1729,10,197.365631
-0.105999,10,197.368217
-0.151462,10,197.370862
-0.406421,10,197.37342
-0.335933,10,197.376859
-0.301791,10,197.395594
-0.859509,10,197.39798
-0.258384,10,197.400667
-0.46228,10,197.403294
-0.213527,10,197.405845
-0.410997,10,197.408407
-0.374442,10,197.410912
-0.355839,10,197.413777
-0.818455,10,197.416569
-0.151532,10,197.41916
-0.058383,10,197.437426
-0.235914,10,197.4402
-0.268826,10,197.442676
-0.210655,10,197.445196
-0.101265,10,197.448088
-0.165132,10,197.450637
-0.271498,10,197.452887
-0.22301,10,197.45551
-0.180504,10,197.458424
-0.385379,10,197.460978
-0.255197,10,197.479016
-0.737139,10,197.481606
-0.054341,10,197.484116
-0.139235,10,197.486647
-0.332421,10,197.489069
-0.113617,10,197.491601
-0.148306,10,197.494225
-0.326543,10,197.496803
-0.12925,10,197.49944
-0.18531,10,197.501913
-0.262179,10,197.519215
-0.676705,10,197.521919
-0.066905,10,197.524608
-0.077467,10,197.527208
-0.269015,10,197.529712
-0.27217,10,197.532325
-0.282487,10,197.534868
-0.792403,10,197.537382
-0.658228,10,197.539913
-0.106281,10,197.542442
-0.372708,10,197.559386
-0.15392,10,197.561741
-0.190579,10,197.564191
-0.276199,10,197.566634
-0.158638,10,197.569306
-0.244339,10,197.571947
-0.453751,10,197.574584
-0.21116,10,197.577227
-0.277147,10,197.579909
-0.447889,10,197.582578
-0.250733,10,197.60193
-0.237121,10,197.604431
-0.214582,10,197.606736
-0.141808,10,197.609344
-0.22111,10,197.612015
-0.108466,10,197.614545
-0.459226,10,197.616931
-0.298303,10,197.619478
-0.19617,10,197.622524
-0.137078,10,197.624887
-0.931703,10,197.642685
-0.415138,10,197.645589
-0.323957,10,197.648168
-0.607116,10,197.650685
-0.223498,10,197.652992
-0.245138,10,197.655748
-0.267176,10,197.658065
-0.345934,10,197.660352
-0.449786,10,197.662614
-0.62449,10,197.664881
-0.173297,10,197.6821
-0.137789,10,197.684654
-0.282671,10,197.6872
-0.26726,10,197.68977
-0.140488,10,197.692291
-0.284103,10,197.694796
-0.056655,10,197.697318
-0.111067,10,197.699993
-0.216561,10,197.702633
-0.105397,10,197.705318
-0.222628,10,197.722837
-0.174552,10,197.72516
-0.495142,10,197.727433
-0.119392,10,197.729769
-0.075651,10,197.732401
-0.160444,10,197.734972
-0.677655,10,197.737588
-0.086752,10,197.740217
-0.105808,10,197.742895
-0.122037,10,197.745561
-0.185251,10,197.76154
-0.344625,10,197.763813
-0.171777,10,197.766086
-0.079376,10,197.768356
-0.149601,10,197.770621
-0.284744,10,197.772876
-0.123017,10,197.775129
-0.124348,10,197.777374
-0.551285,10,197.780095
-0.160701,10,197.782798
-0.148981,10,197.801545
-0.256802,10,197.80406
-0.123536,10,197.806606
-0.16673,10,197.80913
-0.294005,10,197.811654
-0.485603,10,197.814189
-0.410115,10,197.81709
-0.096796,10,197.819618
-0.059976,10,197.822039
-0.064441,10,197.82447
-0.381559,10,197.843542
-0.083417,10,197.846176
-0.398671,10,197.848644
-0.074517,10,197.851242
-0.180508,10,197.853785
-0.495682,10,197.856379
-0.326601,10,197.858925
-0.240171,10,197.861403
-0.347981,10,197.863699
-0.269664,10,197.866131
-0.119756,10,197.88432
-0.442471,10,197.88691
-0.078364,10,197.889408
-0.355288,10,197.89175
-0.134649,10,197.894248
-0.23544,10,197.896716
-0.118309,10,197.89916
-0.160872,10,197.901677
-0.297902,10,197.904143
-0.111615,10,197.906658
-0.236608,10,197.923774
-0.171756,10,197.926231
-0.301381,10,197.928761
-0.183093,10,197.931292
-0.315849,10,197.933846
-0.303104,10,197.936376
-0.160768,10,197.938898
-0.235227,10,197.941219
-0.356017,10,197.943597
-0.428643,10,197.946085
-0.161195,10,197.963439
-0.106622,10,197.966332
-0.362833,10,197.969052
-0.309987,10,197.971569
-0.106265,10,197.974072
-0.20804,10,197.976581
-0.795003,10,197.979097
-0.419508,10,197.98161
-0.509899,10,197.984062
-0.146979,10,197.986529
-0.173413,10,198.004766
-0.365587,10,198.007596
-0.191124,10,198.010092
-0.283444,10,198.012698
-0.229726,10,198.015218
-0.300354,10,198.017887
-0.185469,10,198.020293
-0.166526,10,198.02319
-0.253123,10,198.025711
-0.213317,10,198.028243
-0.381772,10,198.046312
-0.175741,10,198.048847
-0.101977,10,198.051461
-0.040562,10,198.054028
-0.289512,10,198.056931
-0.081239,10,198.059471
-0.078574,10,198.062009
-0.193341,10,198.064541
-0.194601,10,198.067071
-0.095094,10,198.069609
-0.131662,10,198.087557
-0.124103,10,198.090273
-0.694286,10,198.092843
-0.105312,10,198.095086
-0.202649,10,198.097536
-0.098934,10,198.100027
-0.434335,10,198.102559
-0.102841,10,198.105046
-0.542732,10,198.107526
-0.254894,10,198.110019
-0.218373,10,198.127081
-0.211316,10,198.129596
-0.094485,10,198.1321
-1.690486,10,198.134598
-0.455606,10,198.137204
-0.224927,10,198.139766
-0.385783,10,198.142258
-0.139885,10,198.144756
-0.171816,10,198.147256
-0.312196,10,198.14975
-0.157109,10,198.167089
-0.165574,10,198.169604
-0.169339,10,198.172075
-0.151539,10,198.174594
-0.085704,10,198.177112
-0.092353,10,198.179688
-0.13543,10,198.18225
-0.263895,10,198.184944
-0.257766,10,198.187536
-0.088732,10,198.190121
-0.149904,10,198.208636
-0.241607,10,198.211188
-0.185047,10,198.213663
-0.259118,10,198.216223
-1.712714,10,198.218831
-0.178924,10,198.2214
-0.085913,10,198.223897
-0.099894,10,198.226332
-0.331413,10,198.228835
-0.139284,10,198.231529
-0.322766,10,198.249563
-0.110855,10,198.252155
-0.153062,10,198.254884
-0.207198,10,198.257462
-0.146466,10,198.259872
-0.113903,10,198.262157
-0.562041,10,198.26482
-0.120792,10,198.267391
-0.152709,10,198.269941
-0.149321,10,198.272572
-0.536546,10,198.290039
-0.118224,10,198.29264
-0.167087,10,198.295029
-0.328692,10,198.297543
-0.205878,10,198.300064
-0.10566,10,198.302621
-0.115434,10,198.305147
-0.118586,10,198.307664
-0.16772,10,198.31018
-0.194719,10,198.312702
-0.139546,10,198.330342
-0.121257,10,198.33287
-0.108137,10,198.33539
-0.568206,10,198.337873
-0.725054,10,198.340435
-0.33587,10,198.343043
-0.180374,10,198.345777
-0.099486,10,198.348395
-0.15627,10,198.351017
-0.274794,10,198.353579
-0.053302,10,198.370499
-0.115467,10,198.373038
-0.383299,10,198.37549
-0.133191,10,198.377982
-0.0965,10,198.380517
-0.156358,10,198.383037
-0.295212,10,198.38556
-0.13103,10,198.388089
-0.217037,10,198.390607
-0.176411,10,198.392989
-0.055082,10,198.412387
-0.153759,10,198.414828
-0.178933,10,198.417509
-0.073304,10,198.42009
-0.33201,10,198.422926
-0.165228,10,198.425638
-0.522209,10,198.428145
-0.379061,10,198.430635
-0.339148,10,198.433167
-0.209809,10,198.435797
-0.594719,10,198.454402
-0.360734,10,198.457285
-0.060754,10,198.459912
-0.558715,10,198.462188
-0.245643,10,198.464602
-0.18546,10,198.467157
-0.133877,10,198.469831
-0.283669,10,198.472586
-0.362078,10,198.475183
-0.196724,10,198.47783
-0.37338,10,198.496513
-0.109191,10,198.499161
-0.142589,10,198.501679
-0.3128,10,198.503955
-0.122134,10,198.506421
-0.223796,10,198.508976
-0.348565,10,198.511477
-0.272788,10,198.514083
-0.164619,10,198.516701
-0.454197,10,198.519348
-0.617364,10,198.536484
-0.127815,10,198.539139
-0.496779,10,198.541502
-0.105194,10,198.544164
-0.206516,10,198.546843
-0.065681,10,198.549504
-0.296184,10,198.552153
-0.076495,10,198.554744
-0.122901,10,198.558044
-0.487112,10,198.56041
-0.26775,10,198.577356
-0.76058,10,198.579871
-0.399112,10,198.582371
-0.266645,10,198.58519
-0.370909,10,198.58767
-0.205135,10,198.590071
-0.13878,10,198.592949
-0.275763,10,198.595483
-0.261412,10,198.598288
-0.403152,10,198.600829
-0.129438,10,198.619197
-0.24934,10,198.621914
-0.784676,10,198.624228
-0.287406,10,198.626483
-0.468311,10,198.628732
-0.13413,10,198.630978
-0.192664,10,198.633569
-0.105634,10,198.636177
-0.16562,10,198.63866
-0.139787,10,198.640925
-0.29962,10,198.65889
-0.143462,10,198.661377
-0.121591,10,198.663896
-0.180901,10,198.666478
-0.385702,10,198.669165
-0.32363,10,198.671747
-0.287193,10,198.674016
-0.098085,10,198.676263
-0.183963,10,198.678676
-0.099711,10,198.680967
-0.464095,10,198.698459
-0.88,10,198.700972
-0.222684,10,198.703485
-0.292498,10,198.705984
-0.150177,10,198.708495
-0.141526,10,198.710994
-0.345854,10,198.713494
-0.263359,10,198.716013
-0.238242,10,198.718605
-0.274811,10,198.721224
-0.111599,10,198.738627
-0.168616,10,198.741171
-0.159273,10,198.743704
-0.566923,10,198.746225
-0.110861,10,198.748742
-0.317687,10,198.751381
-0.216525,10,198.754014
-0.24627,10,198.756669
-0.261108,10,198.759309
-0.093719,10,198.761919
-0.150943,10,198.779753
-0.139083,10,198.782463
-0.138208,10,198.785054
-0.214855,10,198.78757
-0.133157,10,198.789898
-0.166026,10,198.792161
-0.325896,10,198.794392
-0.124343,10,198.796642
-0.249158,10,198.798873
-0.441192,10,198.801364
-0.270523,10,198.819881
-0.213925,10,198.822355
-0.221328,10,198.824813
-0.128333,10,198.827334
-0.134768,10,198.829835
-0.169231,10,198.832291
-0.151041,10,198.83485
-0.545804,10,198.837306
-0.440098,10,198.839704
-0.137817,10,198.842381
-0.109085,10,198.860642
-0.269169,10,198.863224
-0.114965,10,198.865614
-0.211206,10,198.868547
-0.082176,10,198.870965
-0.461433,10,198.87331
-0.236362,10,198.875592
-0.133417,10,198.878201
-0.18281,10,198.880695
-0.101292,10,198.883354
-0.20094,10,198.902283
-0.531962,10,198.904824
-0.400229,10,198.907117
-0.657676,10,198.909387
-0.393508,10,198.911693
-0.185674,10,198.913955
-0.429763,10,198.9165
-0.195428,10,198.919305
-0.655692,10,198.922001
-0.107503,10,198.924699
-0.07424,10,198.943094
-1.239137,10,198.945724
-0.227266,10,198.948406
-0.278634,10,198.950994
-0.312234,10,198.953523
-0.130076,10,198.956122
-0.464274,10,198.958797
-0.476659,10,198.961471
-0.248601,10,198.964163
-0.209925,10,198.9668
-0.062411,10,198.984216
-0.188888,10,198.986782
-0.134513,10,198.989331
-0.265296,10,198.991877
-0.133638,10,198.994456
-0.080341,10,198.997207
-0.173606,10,198.999871
-0.32107,10,199.002479
-0.234121,10,199.005136
-0.160733,10,199.007752
-0.100931,10,199.027771
-0.102039,10,199.030307
-0.139209,10,199.032846
-0.184993,10,199.035731
-0.185876,10,199.03833
-0.226196,10,199.040934
-0.102154,10,199.043455
-0.39634,10,199.046029
-0.472211,10,199.04889
-0.388351,10,199.051472
-0.27922,10,199.071018
-0.172298,10,199.073656
-0.059895,10,199.075972
-0.482053,10,199.078246
-0.35179,10,199.081234
-0.153709,10,199.084189
-0.189197,10,199.0868
-0.095425,10,199.089226
-0.415186,10,199.091588
-0.253357,10,199.094591
-0.182101,10,199.113176
-0.210333,10,199.115494
-0.556385,10,199.118259
-0.681622,10,199.120958
-0.406919,10,199.123509
-0.204841,10,199.126002
-0.51643,10,199.128501
-0.179116,10,199.131007
-0.434111,10,199.133534
-0.129581,10,199.136088
-0.240317,10,199.153436
-0.14843,10,199.15597
-0.473337,10,199.158496
-0.510641,10,199.161069
-0.100523,10,199.163669
-0.130972,10,199.166368
-0.525455,10,199.168978
-0.186493,10,199.171614
-0.137398,10,199.17424
-0.13861,10,199.176844
-0.256151,10,199.194165
-0.21649,10,199.196688
-0.383837,10,199.199215
-0.182739,10,199.201756
-0.062432,10,199.204273
-0.102123,10,199.206874
-0.120946,10,199.209498
-0.345754,10,199.212164
-0.321386,10,199.215119
-0.062343,10,199.218808
-0.745054,10,199.237056
-0.072116,10,199.239649
-0.131698,10,199.242579
-0.19522,10,199.245146
-0.129443,10,199.247699
-0.593217,10,199.250233
-0.164654,10,199.253068
-0.278692,10,199.255546
-0.574682,10,199.258051
-0.238968,10,199.260596
-0.106159,10,199.279044
-0.305241,10,199.281717
-0.598604,10,199.284434
-0.54221,10,199.28745
-0.217007,10,199.289796
-0.176493,10,199.292082
-0.191489,10,199.294329
-0.096139,10,199.296577
-0.157741,10,199.299514
-0.179355,10,199.302181
-0.547625,10,199.320259
-0.336452,10,199.323033
-0.265427,10,199.325509
-0.098595,10,199.327776
-0.289024,10,199.330037
-0.330785,10,199.332304
-0.322462,10,199.335021
-0.091925,10,199.337668
-0.16931,10,199.340117
-0.455007,10,199.342612
-0.129157,10,199.360627
-0.31691,10,199.363174
-0.184653,10,199.365654
-0.201175,10,199.368232
-0.446795,10,199.370872
-0.157431,10,199.373519
-0.341406,10,199.376166
-0.090222,10,199.378848
-0.144925,10,199.381535
-0.077632,10,199.384262
-0.325463,10,199.401729
-0.339475,10,199.404395
-0.25604,10,199.406989
-0.14965,10,199.409325
-0.099158,10,199.411857
-0.160515,10,199.414357
-0.147849,10,199.417193
-0.167928,10,199.419884
-0.114296,10,199.422467
-0.104885,10,199.425087
-0.116927,10,199.444816
-0.480921,10,199.447364
-0.751493,10,199.449905
-0.331928,10,199.452834
-0.13789,10,199.455658
-0.078213,10,199.458216
-0.148322,10,199.460749
-0.307088,10,199.463653
-0.151133,10,199.466222
-0.129867,10,199.468828
-1.006887,10,199.488222
-0.083806,10,199.491009
-0.281555,10,199.493391
-0.113635,10,199.495894
-0.16809,10,199.498672
-0.121452,10,199.501204
-0.256991,10,199.50365
-0.599319,10,199.506091
-0.135992,10,199.508937
-0.21881,10,199.51144
-0.250667,10,199.52929
-0.324184,10,199.531875
-0.429324,10,199.534393
-0.257582,10,199.536929
-0.707845,10,199.539468
-0.189165,10,199.541833
-0.145466,10,199.544232
-0.366615,10,199.546735
-0.306627,10,199.549366
-0.203069,10,199.552076
-0.26562,10,199.570257
-0.191041,10,199.572813
-0.059398,10,199.575354
-0.245881,10,199.577893
-0.175157,10,199.580239
-0.272226,10,199.582641
-0.083057,10,199.585353
-0.474831,10,199.58795
-0.131397,10,199.590541
-0.161788,10,199.593099
-0.287557,10,199.610771
-0.280642,10,199.613199
-0.071843,10,199.615557
-0.194729,10,199.618059
-0.19298,10,199.620609
-0.113604,10,199.623044
-0.084369,10,199.625689
-0.123771,10,199.62837
-0.161245,10,199.630751
-0.186513,10,199.633805
-0.121911,10,199.653234
-0.209643,10,199.655708
-0.138554,10,199.658241
-0.060033,10,199.661012
-0.197171,10,199.663306
-0.144513,10,199.665756
-0.177094,10,199.668278
-0.440194,10,199.671193
-0.121641,10,199.673759
-0.290003,10,199.676248
-0.176537,10,199.694695
-0.241197,10,199.697199
-0.876701,10,199.699689
-0.260844,10,199.702219
-0.142535,10,199.70506
-0.264644,10,199.707612
-0.332037,10,199.710122
-0.131116,10,199.712639
-0.147919,10,199.715302
-0.073669,10,199.718214
-0.171809,10,199.736574
-0.126821,10,199.739266
-0.327182,10,199.74192
-0.162448,10,199.744576
-0.665859,10,199.747297
-0.1069,10,199.749966
-0.186503,10,199.752597
-0.130992,10,199.755271
-0.203997,10,199.757816
-0.070001,10,199.760461
-0.529386,10,199.777788
-0.108575,10,199.780312
-0.167793,10,199.783095
-0.495478,10,199.785612
-0.237297,10,199.788198
-0.385521,10,199.790481
-0.134343,10,199.792729
-0.145064,10,199.794986
-0.164029,10,199.797247
-0.128,10,199.799513
-0.258833,10,199.817569
-0.180612,10,199.820254
-0.166444,10,199.822855
-0.25663,10,199.825562
-0.178384,10,199.828237
-0.419719,10,199.83073
-0.186768,10,199.833142
-0.084491,10,199.835573
-0.078868,10,199.838091
-0.246572,10,199.840483
-0.152043,10,199.858191
-0.135262,10,199.860732
-0.080491,10,199.863253
-0.106922,10,199.865883
-0.201331,10,199.868323
-0.168437,10,199.870649
-0.300404,10,199.873375
-0.315233,10,199.875929
-0.105297,10,199.878383
-0.168346,10,199.880692
-0.056317,10,199.898981
-0.429397,10,199.901561
-0.337656,10,199.90411
-0.302746,10,199.906678
-0.271624,10,199.909217
-0.180024,10,199.911759
-0.185725,10,199.914279
-0.063981,10,199.91689
-0.169597,10,199.919429
-0.134267,10,199.922109
-0.195321,10,199.939891
-0.416669,10,199.942343
-0.78007,10,199.944845
-0.059882,10,199.947381
-0.106707,10,199.950136
-0.111309,10,199.952765
-0.478451,10,199.955349
-0.671171,10,199.957935
-0.11179,10,199.960399
-0.182516,10,199.962975
-0.232068,10,199.980974
-0.121462,10,199.983682
-0.263487,10,199.98635
-0.509314,10,199.988911
-0.103055,10,199.991231
-0.150527,10,199.993706
-0.467995,10,199.996286
-0.134876,10,199.998978
-0.342448,10,200.00156
-0.256429,10,200.004171
-0.156979,10,200.021751
-0.098717,10,200.024346
-0.045104,10,200.026991
-0.324142,10,200.029612
-0.296643,10,200.032199
-0.164368,10,200.034938
-0.069459,10,200.037558
-0.211991,10,200.040192
-0.1721,10,200.042804
-0.622113,10,200.047066
-0.168081,10,200.0654
-0.13423,10,200.067984
-0.214351,10,200.070553
-0.299135,10,200.073246
-0.236678,10,200.075792
-0.491839,10,200.078314
-0.083173,10,200.080873
-0.149506,10,200.083415
-0.159021,10,200.085948
-0.583026,10,200.088748
-0.132403,10,200.10773
-0.171188,10,200.110264
-0.393561,10,200.112809
-0.207899,10,200.115605
-0.133862,10,200.1184
-0.471456,10,200.121394
-0.199141,10,200.124033
-0.429626,10,200.126693
-0.339168,10,200.129349
-0.097281,10,200.132014
-0.127583,10,200.149723
-0.382428,10,200.152314
-0.243622,10,200.154836
-0.704435,10,200.157368
-0.331674,10,200.159959
-0.128621,10,200.162577
-0.549371,10,200.165211
-0.15954,10,200.167938
-0.096141,10,200.170615
-0.145238,10,200.173281
-0.338509,10,200.190928
-0.298991,10,200.193575
-0.78938,10,200.196242
-0.297202,10,200.198959
-0.176638,10,200.201593
-0.428399,10,200.204184
-0.373926,10,200.206687
-0.088219,10,200.2092
-0.294457,10,200.211818
-0.270216,10,200.214405
-0.089472,10,200.232107
-0.522732,10,200.234477
-0.174358,10,200.237027
-0.493199,10,200.239563
-0.111371,10,200.242089
-0.096511,10,200.244619
-0.212949,10,200.247169
-0.876504,10,200.249789
-0.167316,10,200.252356
-0.314933,10,200.255112
-0.119131,10,200.273071
-0.034831,10,200.275727
-0.819444,10,200.278817
-0.330261,10,200.281352
-0.204206,10,200.283904
-0.210776,10,200.286412
-0.510627,10,200.289047
-0.204483,10,200.291586
-0.080749,10,200.29411
-0.310252,10,200.296586
-0.418812,10,200.315522
-0.131704,10,200.318062
-0.199955,10,200.320601
-0.143571,10,200.323375
-0.164877,10,200.325934
-0.043107,10,200.32846
-0.583079,10,200.330988
-0.089287,10,200.333459
-0.075188,10,200.336204
-0.172377,10,200.338817
-0.2953,10,200.356228
-0.273894,10,200.358778
-0.235355,10,200.36129
-0.311618,10,200.36382
-0.937684,10,200.366358
-0.18787,10,200.368877
-0.271756,10,200.371394
-0.74291,10,200.373896
-0.326983,10,200.376407
-0.476875,10,200.378747
-0.314373,10,200.394636
-0.195237,10,200.396901
-0.16755,10,200.399227
-0.342637,10,200.401768
-0.125347,10,200.40428
-0.474002,10,200.406787
-0.167047,10,200.40929
-0.116747,10,200.411807
-0.161978,10,200.414322
-0.16148,10,200.416832
-0.377402,10,200.433583
-0.108969,10,200.436105
-0.108682,10,200.438608
-0.116695,10,200.441214
-0.2404,10,200.443742
-0.237143,10,200.446249
-0.136844,10,200.448738
-0.134644,10,200.451216
-0.10412,10,200.453715
-0.285134,10,200.45622
-0.155482,10,200.474761
-0.679709,10,200.477272
-0.091395,10,200.479789
-0.275997,10,200.482347
-0.349809,10,200.484887
-0.245064,10,200.487418
-0.12742,10,200.490138
