#{"t_start": 1521694464.1732147, "env_id": null}
r,l,t
-0.24318,10,82.946191
-0.17946,10,82.948845
-5.745524,10,82.951472
-0.548296,10,82.953796
-0.402897,10,82.97213
-0.703697,10,82.974687
-0.657605,10,82.97723
-0.516342,10,82.980034
-0.264732,10,82.982498
-0.341319,10,82.985032
-1.948506,10,82.987479
-0.346349,10,82.989969
-1.150829,10,82.992422
-1.53423,10,82.995003
-0.376291,10,83.012951
-0.850004,10,83.015376
-0.643113,10,83.017758
-4.316592,10,83.020028
-2.025776,10,83.022288
-0.238699,10,83.024673
-0.346948,10,83.027162
-0.988537,10,83.029807
-0.510629,10,83.032168
-0.585418,10,83.034749
-0.733122,10,83.052102
-0.443557,10,83.054671
-0.941221,10,83.057218
-0.173106,10,83.059745
-1.38502,10,83.062236
-0.547256,10,83.064776
-0.252605,10,83.067289
-1.568655,10,83.069869
-2.400486,10,83.072318
-0.696299,10,83.07456
-0.361991,10,83.091289
-1.011848,10,83.093834
-0.342716,10,83.096355
-1.15003,10,83.098793
-0.267773,10,83.101066
-0.513467,10,83.103647
-0.363756,10,83.106265
-0.370327,10,83.108828
-0.248051,10,83.111288
-0.43316,10,83.113532
-0.348833,10,83.130654
-0.350796,10,83.133232
-0.194127,10,83.135743
-1.371067,10,83.138167
-0.833008,10,83.140692
-0.559791,10,83.14326
-0.187717,10,83.145894
-0.993497,10,83.148488
-0.282503,10,83.151192
-0.645377,10,83.15382
-0.254647,10,83.171473
-0.836356,10,83.174015
-0.42449,10,83.176508
-0.419795,10,83.178938
-1.320646,10,83.181408
-0.499768,10,83.183943
-0.643632,10,83.186452
-0.452018,10,83.188914
-1.286545,10,83.191429
-0.185548,10,83.193832
-0.405056,10,83.211426
-0.729369,10,83.213965
-1.810878,10,83.216708
-3.166012,10,83.219487
-1.0116,10,83.221915
-0.337002,10,83.224381
-0.463726,10,83.22686
-0.409699,10,83.229441
-0.245513,10,83.231725
-0.438745,10,83.234021
-0.598939,10,83.251321
-5.453122,10,83.253864
-0.748623,10,83.256398
-0.212968,10,83.25899
-0.622272,10,83.261328
-0.402594,10,83.263822
-0.484705,10,83.266162
-0.598427,10,83.268666
-0.563396,10,83.271219
-0.469688,10,83.273747
-0.641605,10,83.290365
-0.601033,10,83.2929
-1.790067,10,83.295436
-0.272594,10,83.297958
-0.52898,10,83.300496
-0.445809,10,83.30302
-4.893703,10,83.305435
-0.531802,10,83.308031
-0.65729,10,83.310593
-0.549508,10,83.313184
-0.601709,10,83.329811
-0.965714,10,83.332313
-0.497105,10,83.334846
-0.428748,10,83.337348
-0.261516,10,83.33984
-0.853763,10,83.342462
-0.466007,10,83.345464
-0.80561,10,83.348125
-0.480946,10,83.350681
-0.318349,10,83.353354
-0.313528,10,83.371386
-1.0502,10,83.373945
-1.74289,10,83.376457
-0.697119,10,83.379126
-0.558733,10,83.381666
-1.013508,10,83.384272
-2.491835,10,83.387023
-0.780952,10,83.389568
-5.312018,10,83.391884
-0.786222,10,83.394598
-0.645685,10,83.412256
-0.312126,10,83.414567
-0.941304,10,83.416924
-0.718607,10,83.419314
-0.326134,10,83.4219
-0.350936,10,83.424373
-0.471958,10,83.426895
-0.151449,10,83.429733
-0.240082,10,83.432322
-0.856505,10,83.434811
-0.52214,10,83.452488
-0.306983,10,83.455086
-0.37066,10,83.457684
-0.543476,10,83.460221
-0.623448,10,83.462764
-0.487764,10,83.465292
-0.678415,10,83.467807
-0.525215,10,83.470332
-0.419034,10,83.472864
-1.102196,10,83.47541
-0.811154,10,83.492363
-0.773054,10,83.494959
-1.574958,10,83.497533
-0.242464,10,83.500007
-0.52111,10,83.50245
-1.300052,10,83.504987
-0.566412,10,83.507518
-1.426204,10,83.510037
-0.343871,10,83.512598
-0.276441,10,83.515198
-1.016524,10,83.53224
-0.276608,10,83.534861
-0.236987,10,83.537377
-0.413075,10,83.539874
-0.354573,10,83.542383
-0.702834,10,83.544899
-0.444693,10,83.547436
-0.503829,10,83.550035
-0.351726,10,83.552633
-0.534991,10,83.555302
-1.38384,10,83.573488
-1.02022,10,83.576574
-0.295191,10,83.579433
-0.75289,10,83.582146
-1.013906,10,83.584758
-0.347461,10,83.587464
-0.527581,10,83.590014
-2.151945,10,83.592552
-1.170085,10,83.595067
-0.960581,10,83.597596
-0.527629,10,83.615113
-0.343058,10,83.617646
-7.210344,10,83.620152
-0.316028,10,83.622704
-0.668752,10,83.625241
-0.989712,10,83.627803
-0.278665,10,83.630322
-0.91639,10,83.632854
-0.917351,10,83.635394
-0.48663,10,83.637911
-0.324231,10,83.655327
-0.523464,10,83.658074
-0.473269,10,83.660798
-0.514702,10,83.663485
-4.263219,10,83.666155
-0.438417,10,83.668802
-0.406622,10,83.671414
-0.269361,10,83.674124
-0.550659,10,83.676729
-1.454249,10,83.679391
-0.478344,10,83.696778
-1.135379,10,83.699236
-0.477616,10,83.701748
-0.434823,10,83.704018
-0.446806,10,83.706517
-0.801086,10,83.708795
-0.662401,10,83.711062
-0.677407,10,83.713315
-0.602277,10,83.715617
-0.416597,10,83.718224
-0.279734,10,83.73544
-1.314173,10,83.738083
-0.889958,10,83.740766
-0.367387,10,83.743415
-0.293956,10,83.746073
-0.320252,10,83.748684
-0.826504,10,83.75118
-0.3422,10,83.75375
-0.556998,10,83.75645
-1.132859,10,83.758779
-0.817945,10,83.776386
-0.570897,10,83.779148
-0.95362,10,83.78174
-0.505462,10,83.784298
-0.410846,10,83.786828
-0.322696,10,83.789312
-0.493588,10,83.791844
-0.201908,10,83.794645
-0.422826,10,83.797292
-0.29556,10,83.799827
-1.335401,10,83.818533
-1.001872,10,83.821171
-1.020255,10,83.8239
-0.227162,10,83.827029
-0.450479,10,83.829745
-2.728689,10,83.83228
-0.328221,10,83.834859
-0.221785,10,83.837729
-0.539096,10,83.840289
-0.334609,10,83.842827
-1.723095,10,83.860748
-0.250789,10,83.863363
-1.455,10,83.865866
-0.414057,10,83.868374
-0.345589,10,83.870829
-1.249336,10,83.8733
-0.608003,10,83.875742
-0.317849,10,83.878269
-0.744894,10,83.880795
-0.355046,10,83.883325
-0.556845,10,83.902165
-0.458374,10,83.904732
-0.816662,10,83.907231
-1.750325,10,83.909758
-0.795913,10,83.912316
-0.340415,10,83.915001
-1.646265,10,83.917596
-0.393202,10,83.920215
-1.382053,10,83.922847
-1.334919,10,83.925532
-1.198749,10,83.942972
-1.129993,10,83.945497
-0.475488,10,83.948022
-0.354504,10,83.950327
-1.152728,10,83.95258
-0.229317,10,83.954852
-0.212301,10,83.957556
-0.358107,10,83.960169
-0.764461,10,83.962812
-0.506434,10,83.965494
-0.338419,10,83.9845
-0.606271,10,83.987039
-0.76587,10,83.98954
-0.220174,10,83.991994
-0.571452,10,83.994755
-0.345699,10,83.997303
-1.290922,10,83.999869
-0.332401,10,84.00239
-0.634708,10,84.00487
-0.353406,10,84.007378
-0.513543,10,84.026213
-0.434418,10,84.029166
-0.924674,10,84.031802
-0.37336,10,84.034398
-0.530396,10,84.036916
-0.432707,10,84.039516
-0.583781,10,84.04242
-0.963748,10,84.044898
-0.192746,10,84.047171
-0.495688,10,84.049588
-1.523484,10,84.0675
-0.547182,10,84.070029
-1.03915,10,84.072396
-0.579955,10,84.074843
-0.617766,10,84.077415
-0.417713,10,84.079794
-0.906539,10,84.08211
-0.725603,10,84.084774
-0.490236,10,84.087297
-0.850735,10,84.08982
-0.313161,10,84.10643
-0.566065,10,84.108978
-0.614032,10,84.111506
-0.356513,10,84.113807
-0.402658,10,84.116348
-0.571338,10,84.118947
-1.690594,10,84.121476
-0.568172,10,84.12397
-1.217687,10,84.126499
-0.561429,10,84.12917
-0.374591,10,84.14641
-0.548003,10,84.14908
-1.264312,10,84.15174
-0.462148,10,84.154264
-0.609352,10,84.156815
-0.33777,10,84.159324
-0.410534,10,84.161653
-0.522968,10,84.164229
-0.919318,10,84.166823
-0.561263,10,84.169524
-0.254,10,84.187681
-0.653056,10,84.190319
-1.051016,10,84.192882
-0.48733,10,84.195491
-0.515274,10,84.198108
-0.411036,10,84.200697
-1.106263,10,84.203249
-0.325554,10,84.205795
-0.579391,10,84.208352
-0.419859,10,84.210913
-0.514492,10,84.228223
-0.166378,10,84.230543
-0.849474,10,84.233142
-0.273094,10,84.235664
-0.257378,10,84.238182
-0.491778,10,84.24072
-0.263426,10,84.243288
-0.729337,10,84.245912
-0.595431,10,84.248488
-0.394154,10,84.251022
-0.428734,10,84.268647
-0.421177,10,84.27116
-0.838114,10,84.273728
-0.435781,10,84.276279
-0.506027,10,84.278829
-0.463389,10,84.281283
-0.92127,10,84.283842
-0.520226,10,84.286369
-1.024673,10,84.288904
-0.705022,10,84.291445
-0.577713,10,84.307746
-1.457366,10,84.310303
-0.466182,10,84.312838
-0.302659,10,84.315387
-0.387577,10,84.317747
-1.639084,10,84.320099
-0.664282,10,84.322619
-2.262567,10,84.325141
-0.357921,10,84.327623
-0.271269,10,84.329927
-0.165619,10,84.346613
-1.047125,10,84.349191
-0.773357,10,84.351763
-0.300913,10,84.354301
-0.82321,10,84.356853
-0.37875,10,84.359366
-0.415164,10,84.361882
-0.968496,10,84.364404
-0.634555,10,84.36692
-0.89012,10,84.36945
-0.528239,10,84.387368
-0.372605,10,84.389966
-0.619015,10,84.392531
-0.413392,10,84.395183
-0.445269,10,84.397772
-0.833306,10,84.400237
-0.321277,10,84.402522
-1.40021,10,84.40479
-0.234082,10,84.407078
-1.30686,10,84.409436
-0.592507,10,84.429884
-0.790011,10,84.432525
-2.569363,10,84.435093
-0.469953,10,84.437614
-0.656856,10,84.440149
-0.76873,10,84.442673
-0.19681,10,84.44538
-0.802073,10,84.447706
-0.263596,10,84.450248
-0.535744,10,84.452524
-1.121615,10,84.47065
-0.898463,10,84.473243
-0.283438,10,84.475754
-1.666333,10,84.478182
-0.35513,10,84.480435
-0.646882,10,84.482966
-0.819818,10,84.485466
-0.83778,10,84.487956
-0.809565,10,84.490428
-2.009034,10,84.492948
-0.646443,10,84.50974
-0.82576,10,84.512294
-0.487342,10,84.514794
-0.371825,10,84.517304
-1.061378,10,84.5198
-0.219168,10,84.522252
-0.641339,10,84.524707
-0.279401,10,84.527214
-0.930037,10,84.529498
-0.357749,10,84.531792
-0.343314,10,84.548187
-0.493025,10,84.550735
-0.280435,10,84.553262
-0.35105,10,84.555794
-0.352969,10,84.558315
-0.610783,10,84.560829
-0.700143,10,84.563346
-0.231244,10,84.565858
-0.334891,10,84.568351
-0.322474,10,84.570839
-1.472236,10,84.588119
-1.005227,10,84.590638
-0.332563,10,84.593145
-0.678137,10,84.595892
-1.243606,10,84.598421
-0.364898,10,84.600931
-0.393904,10,84.603683
-1.055169,10,84.606296
-0.32977,10,84.608912
-0.264299,10,84.611883
-4.177175,10,84.629798
-0.415514,10,84.632293
-0.263734,10,84.63482
-0.387158,10,84.637411
-0.282228,10,84.639876
-0.71592,10,84.642451
-0.152223,10,84.645268
-0.547598,10,84.64789
-0.29241,10,84.650583
-0.360447,10,84.653169
-0.928353,10,84.670147
-0.309794,10,84.672925
-0.257699,10,84.675634
-0.612127,10,84.678207
-0.301884,10,84.680771
-0.564458,10,84.683465
-0.793182,10,84.686005
-0.329166,10,84.688616
-0.501871,10,84.69122
-0.470115,10,84.69375
-1.025192,10,84.710338
-0.46357,10,84.712878
-2.096693,10,84.715407
-0.405497,10,84.717951
-0.465205,10,84.720545
-0.301728,10,84.723078
-1.263816,10,84.725656
-3.129397,10,84.728141
-1.717365,10,84.730397
-0.257802,10,84.733001
-0.346241,10,84.750381
-0.297971,10,84.752821
-0.860755,10,84.755233
-0.607172,10,84.75773
-0.301869,10,84.760328
-0.528987,10,84.762803
-0.206215,10,84.765358
-0.424125,10,84.767932
-0.289313,10,84.770506
-0.593428,10,84.773075
-4.363786,10,84.791131
-0.792128,10,84.793685
-0.997498,10,84.796199
-1.043299,10,84.798731
-0.708384,10,84.801193
-0.766258,10,84.803811
-0.500664,10,84.806413
-0.568422,10,84.808973
-0.479991,10,84.811703
-0.358819,10,84.814182
-0.70816,10,84.832296
-0.318991,10,84.834872
-0.309939,10,84.837497
-0.940661,10,84.840256
-0.283405,10,84.842766
-0.744893,10,84.845087
-0.689516,10,84.847653
-0.585129,10,84.850431
-1.909449,10,84.852863
-0.299088,10,84.855364
-1.694449,10,84.873477
-0.167812,10,84.876137
-0.445906,10,84.8785
-0.578463,10,84.880784
-0.55879,10,84.883117
-0.479783,10,84.885367
-0.453785,10,84.887616
-0.775309,10,84.889856
-0.415085,10,84.892432
-0.588137,10,84.895466
-0.299618,10,84.913631
-0.281982,10,84.916263
-0.821964,10,84.918893
-0.445475,10,84.92144
-0.5034,10,84.92406
-0.572193,10,84.926636
-0.947264,10,84.929222
-0.772957,10,84.931734
-1.393195,10,84.934388
-0.704823,10,84.937047
-0.395199,10,84.954203
-0.355012,10,84.95673
-0.716028,10,84.95926
-0.412032,10,84.961776
-0.419836,10,84.964296
-6.384452,10,84.966811
-0.425149,10,84.969438
-0.584792,10,84.972075
-0.57037,10,84.974705
-1.719958,10,84.977344
-1.275608,10,84.995973
-0.428861,10,84.998465
-0.293367,10,85.001022
-0.372074,10,85.003531
-0.441143,10,85.006585
-0.386081,10,85.009222
-0.571795,10,85.012019
-0.332923,10,85.014318
-0.286108,10,85.017121
-1.07337,10,85.019682
-0.205488,10,85.037675
-3.18759,10,85.040438
-0.551396,10,85.042991
-0.63135,10,85.045557
-0.775763,10,85.04788
-0.565365,10,85.050638
-0.387145,10,85.053486
-6.808363,10,85.056151
-0.597895,10,85.058805
-0.592424,10,85.061605
-0.365471,10,85.079144
-0.461129,10,85.081429
-0.653082,10,85.083764
-2.146678,10,85.086024
-1.402632,10,85.088286
-0.354768,10,85.090561
-0.431559,10,85.093086
-2.582169,10,85.095673
-0.469188,10,85.098291
-0.302484,10,85.100979
-0.574182,10,85.118656
-1.133721,10,85.121269
-0.543964,10,85.123819
-0.368147,10,85.126333
-0.33822,10,85.128979
-0.520709,10,85.131565
-0.547541,10,85.134213
-0.422035,10,85.136842
-0.380952,10,85.139472
-0.736487,10,85.142079
-0.412099,10,85.159383
-0.697953,10,85.161921
-0.595425,10,85.164445
-0.572277,10,85.166994
-0.961137,10,85.169514
-4.746302,10,85.172117
-0.37575,10,85.174789
-0.708131,10,85.177403
-0.442296,10,85.180004
-0.647216,10,85.182642
-0.498056,10,85.202146
-0.508629,10,85.2047
-0.398913,10,85.207222
-0.532023,10,85.209848
-0.299072,10,85.212489
-0.736762,10,85.21478
-0.455526,10,85.217255
-0.352887,10,85.21976
-0.799941,10,85.222631
-0.476987,10,85.225165
-0.489895,10,85.242684
-0.518323,10,85.245548
-0.217468,10,85.247873
-0.320114,10,85.250195
-1.897042,10,85.252509
-0.322547,10,85.255187
-0.709403,10,85.258243
-0.848697,10,85.260894
-0.390774,10,85.26316
-0.654388,10,85.265402
-0.833503,10,85.283208
-0.1577,10,85.285875
-0.721053,10,85.288508
-1.853897,10,85.291286
-0.392577,10,85.293886
-0.160586,10,85.296585
-0.745599,10,85.299221
-0.92097,10,85.301856
-0.524638,10,85.304475
-1.349603,10,85.307139
-0.709269,10,85.323958
-0.418228,10,85.326493
-0.800786,10,85.329015
-1.834947,10,85.331551
-0.998182,10,85.334066
-0.543641,10,85.336546
-0.333149,10,85.339192
-0.436651,10,85.341825
-0.846735,10,85.344285
-0.551823,10,85.346672
-0.404673,10,85.363442
-0.444711,10,85.366036
-0.681575,10,85.368634
-0.462359,10,85.37121
-1.340332,10,85.373721
-0.529565,10,85.37623
-0.348491,10,85.378732
-0.693282,10,85.381362
-0.420958,10,85.383893
-0.473215,10,85.386527
-0.503343,10,85.409023
-1.80704,10,85.412265
-0.34456,10,85.414943
-0.396344,10,85.417519
-0.648094,10,85.420059
-1.061487,10,85.422952
-0.76442,10,85.425524
-0.518756,10,85.428216
-1.162655,10,85.430515
-0.27097,10,85.433159
-0.244608,10,85.451683
-0.315167,10,85.454236
-0.468156,10,85.457148
-0.515115,10,85.459724
-0.894571,10,85.462319
-0.289378,10,85.464624
-0.849362,10,85.467077
-0.37029,10,85.469969
-0.409063,10,85.472527
-0.375109,10,85.475163
-0.426456,10,85.493307
-2.257476,10,85.495763
-1.520789,10,85.498209
-1.375046,10,85.500757
-1.076206,10,85.503335
-0.686549,10,85.505867
-0.86989,10,85.508417
-0.580846,10,85.510939
-0.463981,10,85.513462
-0.467605,10,85.516001
-1.321864,10,85.532791
-0.794459,10,85.535352
-0.282506,10,85.537884
-0.44958,10,85.540421
-0.463316,10,85.543047
-2.955332,10,85.545656
-0.62517,10,85.548455
-0.34867,10,85.551131
-0.316406,10,85.55374
-0.185296,10,85.556418
-0.835081,10,85.572965
-1.794979,10,85.575509
-0.29671,10,85.578027
-0.581979,10,85.580553
-0.388539,10,85.583178
-2.224208,10,85.585831
-0.340651,10,85.588619
-0.519599,10,85.591317
-1.302843,10,85.593919
-1.250836,10,85.597429
-0.604844,10,85.614515
-4.304389,10,85.616928
-1.379729,10,85.619457
-0.453558,10,85.622453
-0.55247,10,85.625021
-8.73691,10,85.627578
-0.318844,10,85.629846
-0.585941,10,85.632662
-0.317042,10,85.635244
-0.302633,10,85.637788
-0.635277,10,85.656282
-1.279621,10,85.65906
-0.941478,10,85.661661
-0.394646,10,85.664216
-1.337588,10,85.667105
-0.826356,10,85.669654
-0.481973,10,85.671951
-0.377493,10,85.674507
-0.493315,10,85.677146
-0.505103,10,85.679962
-0.555217,10,85.698371
-0.424476,10,85.70097
-0.283771,10,85.703518
-0.385393,10,85.706059
-0.689292,10,85.708622
-0.528353,10,85.711156
-0.693294,10,85.713691
-1.43709,10,85.716346
-0.454571,10,85.71899
-0.867023,10,85.72162
-0.516013,10,85.739358
-0.723726,10,85.741908
-0.563977,10,85.744444
-0.356837,10,85.746966
-0.726735,10,85.749501
-2.73636,10,85.752017
-3.391716,10,85.754721
-0.302666,10,85.757401
-0.433495,10,85.760068
-0.701502,10,85.762761
-0.452675,10,85.77987
-0.867129,10,85.782592
-0.695128,10,85.785363
-0.258845,10,85.787995
-0.715744,10,85.790689
-0.892327,10,85.793308
-0.402094,10,85.795971
-0.592985,10,85.798507
-0.771571,10,85.801054
-0.270113,10,85.803695
-1.072289,10,85.82178
-0.628977,10,85.824345
-0.550541,10,85.826906
-0.609529,10,85.8295
-0.432453,10,85.832088
-0.46999,10,85.834655
-0.621119,10,85.837201
-0.485088,10,85.839742
-1.479592,10,85.842309
-0.412809,10,85.845015
-1.34992,10,85.862556
-0.730557,10,85.86509
-0.275903,10,85.867665
-0.323098,10,85.870206
-0.843753,10,85.872749
-0.287763,10,85.87532
-1.284028,10,85.877786
-0.264732,10,85.8803
-0.658983,10,85.88287
-0.429088,10,85.885418
-0.407006,10,85.903184
-0.297498,10,85.905771
-0.263028,10,85.908321
-0.387117,10,85.911041
-0.444373,10,85.913655
-0.562224,10,85.916211
-0.524944,10,85.918764
-0.328542,10,85.921272
-0.417515,10,85.923682
-0.645106,10,85.925947
-0.329164,10,85.942724
-0.277743,10,85.945267
-6.447439,10,85.947749
-4.710947,10,85.950303
-0.891785,10,85.952899
-0.613939,10,85.955541
-0.62072,10,85.95821
-0.521398,10,85.960878
-0.393332,10,85.963486
-1.793164,10,85.966142
-0.415728,10,85.984065
-0.611298,10,85.986672
-0.281412,10,85.989302
-1.786794,10,85.991918
-0.772845,10,85.994524
-0.7583,10,85.997117
-0.596074,10,85.999648
-0.713374,10,86.002207
-1.209895,10,86.004832
-3.408045,10,86.007358
-0.702077,10,86.02564
-1.073284,10,86.02821
-0.930653,10,86.030753
-0.429182,10,86.033273
-0.350134,10,86.035739
-0.286594,10,86.038358
-0.621867,10,86.041026
-0.426034,10,86.043576
-0.451828,10,86.046264
-0.745904,10,86.048871
-0.303853,10,86.067171
-0.853858,10,86.069745
-0.569923,10,86.072204
-0.49602,10,86.074743
-0.584287,10,86.077295
-0.678956,10,86.079864
-1.014848,10,86.082392
-0.65875,10,86.084933
-0.675446,10,86.087461
-0.97478,10,86.090016
-0.958504,10,86.107481
-1.576106,10,86.11003
-1.923442,10,86.112444
-0.78255,10,86.114941
-0.72525,10,86.117458
-1.310159,10,86.119822
-0.676278,10,86.122108
-1.642331,10,86.12475
-0.774276,10,86.127379
-0.749735,10,86.130023
-0.233837,10,86.147303
-0.440914,10,86.149832
-1.653194,10,86.152368
-0.601849,10,86.154894
-0.33421,10,86.157434
-0.596681,10,86.159975
-0.504808,10,86.162522
-0.83921,10,86.165156
-0.421243,10,86.167812
-2.167235,10,86.170464
-0.586477,10,86.187324
-1.29449,10,86.189898
-0.466503,10,86.192473
-0.155515,10,86.19503
-0.280994,10,86.197594
-0.948954,10,86.200095
-0.904068,10,86.202626
-0.313279,10,86.205145
-0.455275,10,86.207676
-0.217101,10,86.210212
-1.226907,10,86.228678
-1.244518,10,86.231272
-1.123634,10,86.233842
-0.597111,10,86.236405
-0.568612,10,86.238868
-0.385101,10,86.241149
-0.3724,10,86.243442
-0.580561,10,86.245991
-0.457474,10,86.248533
-0.818274,10,86.25109
-0.907605,10,86.268668
-0.799303,10,86.271054
-0.429428,10,86.273765
-0.40546,10,86.276329
-0.526084,10,86.27875
-0.475501,10,86.28104
-0.516175,10,86.283314
-0.637213,10,86.285628
-1.005617,10,86.288191
-0.620546,10,86.290748
-0.200843,10,86.307864
-0.579896,10,86.310431
-0.214374,10,86.313019
-0.565177,10,86.315583
-0.45597,10,86.318121
-0.666339,10,86.320658
-0.444429,10,86.323202
-0.412906,10,86.325732
-0.579774,10,86.328261
-0.362087,10,86.330806
-0.716357,10,86.347168
-0.73799,10,86.349819
-0.60868,10,86.352425
-0.279828,10,86.355032
-0.418077,10,86.357555
-0.604422,10,86.360144
-0.543348,10,86.36277
-0.992765,10,86.365348
-1.344607,10,86.367858
-0.3177,10,86.370409
-0.879361,10,86.3866
-2.017293,10,86.389134
-0.246688,10,86.391682
-2.076046,10,86.394234
-0.328051,10,86.396813
-1.538616,10,86.399346
-0.486795,10,86.401962
-0.22499,10,86.404476
-0.189684,10,86.406986
-0.418096,10,86.409501
-1.53495,10,86.427389
-0.963965,10,86.430288
-0.302253,10,86.432779
-0.565293,10,86.435552
-1.001415,10,86.438099
-0.895245,10,86.440638
-0.46885,10,86.443156
-0.222095,10,86.446048
-0.32442,10,86.448547
-0.98653,10,86.451017
-2.002262,10,86.469888
-3.160365,10,86.472456
-0.570327,10,86.474996
-0.47409,10,86.478028
-0.353279,10,86.480489
-3.13879,10,86.482961
-0.970945,10,86.485405
-0.241354,10,86.48782
-0.877242,10,86.490323
-1.416778,10,86.492863
-0.710882,10,86.509928
-2.260395,10,86.512651
-0.473643,10,86.515176
-0.319443,10,86.517547
-1.446374,10,86.519787
-0.819493,10,86.522029
-0.692684,10,86.524603
-0.757629,10,86.527115
-2.344664,10,86.529641
-1.018516,10,86.532158
-1.011568,10,86.548724
-0.357125,10,86.551569
-0.612796,10,86.55419
-0.53589,10,86.556643
-1.521563,10,86.558939
-0.94265,10,86.561186
-0.863268,10,86.563709
-0.386895,10,86.566316
-0.984829,10,86.568929
-0.672996,10,86.571456
-0.505937,10,86.58778
-0.250232,10,86.590303
-0.326763,10,86.592797
-1.149806,10,86.595332
-0.22726,10,86.597879
-0.432033,10,86.60052
-0.59525,10,86.602958
-0.783087,10,86.605568
-0.298997,10,86.608171
-0.383093,10,86.610605
-1.701345,10,86.628285
-0.428462,10,86.630851
-0.930562,10,86.633376
-0.454955,10,86.635919
-0.559872,10,86.638651
-0.266884,10,86.64132
-0.379792,10,86.643931
-0.640588,10,86.646169
-1.099429,10,86.648422
-0.861533,10,86.651709
-0.239684,10,86.671267
-5.949006,10,86.673806
-0.515455,10,86.676628
-0.511257,10,86.679699
-1.091054,10,86.68343
-0.494692,10,86.685984
-0.670386,10,86.688393
-0.353334,10,86.690991
-0.774379,10,86.693666
-1.550242,10,86.69649
-0.196185,10,86.713436
-0.281413,10,86.716159
-0.302431,10,86.71891
-0.92,10,86.721527
-0.743833,10,86.724037
-0.241068,10,86.726672
-0.478315,10,86.729171
-1.975526,10,86.731761
-0.34175,10,86.734307
-0.365762,10,86.736894
-1.250802,10,86.753984
-0.670584,10,86.756715
-0.441234,10,86.759336
-0.913571,10,86.761987
-0.931907,10,86.764683
-0.756174,10,86.768159
-0.689466,10,86.770729
-0.556341,10,86.773264
-0.615084,10,86.775798
-0.403824,10,86.778419
-0.48829,10,86.796369
-0.465073,10,86.798899
-0.464204,10,86.801374
-0.177847,10,86.804119
-0.844481,10,86.806643
-0.582551,10,86.808989
-1.476343,10,86.811307
-0.687647,10,86.813819
-0.557468,10,86.816192
-0.767431,10,86.818439
-0.492885,10,86.83569
-0.674325,10,86.838212
-1.575349,10,86.840706
-0.445044,10,86.843196
-0.619817,10,86.84574
-0.572526,10,86.848291
-1.470994,10,86.850558
-0.371812,10,86.852926
-0.444049,10,86.855408
-0.648177,10,86.857827
-3.346546,10,86.875546
-0.725716,10,86.878187
-3.587691,10,86.880753
-0.404618,10,86.883275
-0.685206,10,86.885802
-0.618053,10,86.888329
-0.687973,10,86.890832
-1.737926,10,86.89335
-0.640668,10,86.895883
-0.15173,10,86.898397
-0.56862,10,86.91602
-0.33409,10,86.918528
-0.906154,10,86.920818
-0.443515,10,86.923469
-0.521774,10,86.925993
-0.460529,10,86.928634
-0.356241,10,86.931011
-0.723826,10,86.933547
-0.924709,10,86.936027
-1.054619,10,86.938545
-0.374596,10,86.95519
-0.225022,10,86.958208
-0.490632,10,86.960708
-0.369138,10,86.962957
-0.59474,10,86.96526
-0.710347,10,86.968617
-0.485613,10,86.9726
-0.68796,10,86.975602
-0.780599,10,86.978267
-0.943814,10,86.981458
-1.048585,10,87.007738
-0.301036,10,87.011904
-0.517668,10,87.016853
-0.725558,10,87.02062
-0.52715,10,87.0245
-0.492441,10,87.028243
-0.41094,10,87.032591
-0.831681,10,87.03646
-0.581094,10,87.039546
-0.282504,10,87.04209
-0.255448,10,87.059452
-0.442097,10,87.062359
-0.96954,10,87.064959
-0.692034,10,87.067508
-0.540546,10,87.070042
-0.384416,10,87.072556
-0.510574,10,87.07508
-0.466372,10,87.077702
-1.617126,10,87.080559
-1.786157,10,87.083103
-0.474557,10,87.100348
-0.323391,10,87.102921
-2.516225,10,87.10544
-0.665619,10,87.107978
-1.179902,10,87.110544
-4.84759,10,87.113229
-0.754369,10,87.115814
-0.978819,10,87.11831
-3.008715,10,87.120844
-0.528527,10,87.12352
-2.156838,10,87.140061
-2.514313,10,87.142536
-0.390486,10,87.145037
-0.957567,10,87.147606
-0.927167,10,87.150211
-1.093295,10,87.152788
-0.439833,10,87.155308
-2.099731,10,87.158026
-0.678203,10,87.161089
-0.567337,10,87.164465
-0.501157,10,87.182483
-0.341104,10,87.185127
-0.771383,10,87.187709
-0.689673,10,87.190257
-0.598926,10,87.192794
-0.768266,10,87.195154
-1.196203,10,87.197682
-0.286967,10,87.200075
-0.763684,10,87.202581
-0.339013,10,87.20486
-0.486429,10,87.221433
-2.118919,10,87.22395
-2.153235,10,87.226433
-0.324793,10,87.228945
-0.406877,10,87.231409
-0.506954,10,87.233806
-0.437405,10,87.236294
-1.125251,10,87.238789
-1.803157,10,87.241288
-0.871919,10,87.243934
-0.787957,10,87.262809
-0.897968,10,87.265432
-0.907065,10,87.268242
-1.083575,10,87.270615
-0.316543,10,87.272884
-0.275261,10,87.275486
-0.47394,10,87.27806
-0.498141,10,87.280544
-0.676997,10,87.283036
-0.226151,10,87.28547
-0.390359,10,87.304885
-1.280726,10,87.307458
-0.45521,10,87.309938
-1.196877,10,87.312454
-0.209194,10,87.314822
-0.21448,10,87.317418
-0.243463,10,87.31998
-0.360549,10,87.322488
-1.951188,10,87.324998
-0.512116,10,87.327354
