loss_pol_surr,ev_tdlam_before,EpRewMean,loss_vf_loss,loss_pol_entpen,EpLenMean,TimestepsSoFar,TimeElapsed,EpisodesSoFar,loss_ent,EpThisIter,loss_kl
-0.1072108,0.3625403046607971,-9.60169868807046,5.4049754,0.0,16.0,30080,12.846979856491089,1880,7.6327014,10,0.019535726
-0.11466788,0.11560100317001343,-9.154780170336341,20.339966,0.0,16.0,30240,12.912794351577759,1890,7.626945,10,0.026191358
-0.024227418,0.08368611335754395,-9.389556622015215,47.15795,0.0,16.0,30400,12.982019901275635,1900,7.6343083,10,0.021896783
-0.12328546,0.104938805103302,-9.279728277864379,18.767916,0.0,16.0,30560,13.05243468284607,1910,7.6346292,10,0.016391885
-0.08867639,0.32110971212387085,-9.528206566153179,8.235722,0.0,16.0,30720,13.118406057357788,1920,7.6390305,10,0.012112711
-0.0010129903,0.0005716681480407715,-10.236009702410417,184.41492,0.0,16.0,30880,13.18882942199707,1930,7.640071,10,0.023095211
-0.055310383,0.2776750922203064,-10.364587256008862,10.418459,0.0,16.0,31040,13.259073257446289,1940,7.6346087,10,0.03646467
-0.05433757,0.1471468210220337,-10.205004862260813,11.158358,0.0,16.0,31200,13.32462191581726,1950,7.637429,10,0.034487434
-0.045158092,0.23860907554626465,-10.37255669353745,32.50007,0.0,16.0,31360,13.393050193786621,1960,7.6353836,10,0.017542157
-0.08266954,0.12178593873977661,-12.335052216364069,281.9407,0.0,16.0,31520,13.458736419677734,1970,7.6276026,10,0.022379627
-0.043986503,0.3775866627693176,-12.841649127180057,17.007214,0.0,16.0,31680,13.526220321655273,1980,7.6112547,10,0.025830258
-0.03521193,0.21961796283721924,-12.859276666603876,15.822638,0.0,16.0,31840,13.594552278518677,1990,7.598531,10,0.022805033
-0.015589973,-0.15708112716674805,-12.262130200779486,7.3865185,0.0,16.0,32000,13.665737390518188,2000,7.6003423,10,0.026312731
-0.117397994,0.07510703802108765,-12.576235202487744,16.521,0.0,16.0,32160,13.734059572219849,2010,7.5856137,10,0.03612557
-0.044095434,0.14764678478240967,-12.835448601670894,46.544598,0.0,16.0,32320,13.803388118743896,2020,7.5770044,10,0.03154977
-0.05477028,0.10023850202560425,-12.266638201440612,12.598101,0.0,16.0,32480,13.874775648117065,2030,7.56602,10,0.023869198
-0.059876103,0.240980863571167,-12.397834195798566,9.1286335,0.0,16.0,32640,13.94069790840149,2040,7.547973,10,0.018966515
-0.06766122,0.2601724863052368,-12.989502185598408,34.46499,0.0,16.0,32800,14.013391017913818,2050,7.5437207,10,0.021807162
-0.03695487,0.2482655644416809,-12.739721679853714,15.549153,0.0,16.0,32960,14.082807540893555,2060,7.5446434,10,0.017364768
-0.06593166,0.23430752754211426,-10.861619753865144,23.00709,0.0,16.0,33120,14.147643566131592,2070,7.540485,10,0.018501464
-0.07270292,0.2455354928970337,-10.595372900124257,10.599891,0.0,16.0,33280,14.216878890991211,2080,7.533057,10,0.028570453
-0.097616434,0.09966444969177246,-11.609349765477448,66.74941,0.0,16.0,33440,14.289709329605103,2090,7.52806,10,0.021178236
